case_code,modifier_name,change_value
보1,야간·기타 시야장애,5
보1,간선도로,5
보1,정지·후퇴·ㄹ자 보행,5
보1,주택·상점가·학교,-5
보1,집단횡단,-5
보1,어린이·노인·장애인,-5
보1,어린이·노인·장애인보호구역,-15
보1,차의 현저한 과실,-10
보1,차의 중대한 과실,-20
보2,야간·기타 시야장애,5
보2,간선도로,5
보2,주택·상점가·학교,-5
보2,집단횡단,-5
보2,어린이·노인·장애인,-5
보2,어린이·노인·장애인보호구역,-15
보2,차의 현저한 과실,-10
보2,차의 중대한 과실,-20
보3,야간·기타 시야장애,5
보3,간선도로,5
보3,주택·상점가·학교,-5
보3,집단횡단,-5
보3,어린이·노인·장애인,-5
보3,어린이·노인·장애인보호구역,-15
보3,차의 현저한 과실,-10
보3,차의 중대한 과실,-20
보4,야간·기타 시야장애,5
보4,간선도로,5
보4,보행자 급진입,5
보4,주택·상점가·학교,-5
보4,집단횡단,-5
보4,어린이·노인·장애인,-5
보4,어린이·노인·장애인보호구역,-15
보4,차의 현저한 과실,-10
보4,차의 중대한 과실,-20
보5,보행자 급진입,5
보6,야간·기타 시야장애,5
보6,간선도로,5
보6,주택·상점가·학교,-5
보6,집단횡단,-5
보6,보·차도 구분 없음,-5
보6,어린이·노인·장애인,-5
보6,어린이·노인·장애인보호구역,-15
보6,차의 현저한 과실,-10
보6,차의 중대한 과실,-20
보7,야간·기타 시야장애,5
보7,간선도로,5
보7,정지·후퇴·ㄹ자 보행,5
보7,보행자 급진입,5
보7,주택·상점가·학교,-5
보7,집단횡단,-5
보7,보·차도 구분 없음,-5
보7,어린이·노인·장애인,-5
보7,어린이·노인·장애인보호구역,-15
보7,차의 현저한 과실,-10
보7,차의 중대한 과실,-20
보8,야간·기타 시야장애,5
보8,간선도로,5
보8,정지·후퇴·ㄹ자 보행,5
보8,보행자 급진입,5
보8,주택·상점가·학교,-5
보8,집단횡단,-5
보8,어린이·노인·장애인,-5
보8,어린이·노인·장애인보호구역,-15
보8,차의 현저한 과실,-10
보8,차의 중대한 과실,-20
보9,주택·상점가·학교,-5
보9,집단횡단,-5
보9,어린이·노인·장애인,-5
보9,어린이·노인·장애인보호구역,-15
보9,차의 현저한 과실,-10
보9,차의 중대한 과실,-20
보10,보행자 급진입,5
보11,야간·기타 시야장애,5
보11,간선도로,5
보11,정지·후퇴·ㄹ자 보행,5
보11,보행자 급진입,5
보11,주택·상점가·학교,-5
보11,집단횡단,-5
보11,보·차도 구분 없음,-5
보11,어린이·노인·장애인,-5
보11,어린이·노인·장애인보호구역,-15
보11,차의 현저한 과실,-10
보11,차의 중대한 과실,-20
보12,야간·기타 시야장애,5
보12,간선도로,5
보12,정지·후퇴·ㄹ자 보행,5
보12,보행자 급진입,5
보12,주택·상점가·학교,-5
보12,집단횡단,-5
보12,보·차도 구분 없음,-5
보12,어린이·노인·장애인,-5
보12,어린이·노인·장애인보호구역,-15
보12,차의 현저한 과실,-10
보12,차의 중대한 과실,-20
보13,정지·후퇴·ㄹ자 보행,10
보13,야간·기타 시야장애,15
보13,간선도로,15
보13,주택·상점가·학교,-5
보13,집단횡단,-5
보13,보·차도 구분 없음(중앙선이 있음),-5
보13,보·차도 구분 없음(중앙선이 없음),-15
보13,어린이·노인·장애인,-5
보13,노인·장애인보호구역,-15
보13,어린이 보호구역(신호기 미설치 횡단보도 (또는 정지선이 설치된 경우)),-30
보13,차의 현저한 과실,-10
보13,차의 중대한 과실,-20
보14,야간·기타 시야장애,10
보14,간선도로,10
보14,정지·후퇴·ㄹ자 보행,10
보14,횡단금지규제 있음,10
보14,주택·상점가·학교,-5
보14,집단횡단,-5
보14,보·차도 구분 없음,-5
보14,어린이·노인·장애인,-5
보14,어린이·노인·장애인보호구역,-15
보14,차의 현저한 과실,-10
보14,차의 중대한 과실,-20
보15,야간·기타 시야장애,10
보15,간선도로,10
보15,정지·후퇴·ㄹ자 보행,10
보15,횡단금지규제 있음,10
보15,주택·상점가·학교,-5
보15,집단횡단,-5
보15,보·차도 구분 없음,-5
보15,어린이·노인·장애인,-5
보15,어린이·노인·장애인보호구역,-15
보15,차의 현저한 과실,-10
보15,차의 중대한 과실,-20
보16,야간·기타 시야장애,10
보16,간선도로,10
보16,정지·후퇴·ㄹ자 보행,10
보16,횡단금지규제 있음,20
보16,주택·상점가·학교,-5
보16,집단횡단,-5
보16,보·차도 구분 없음,-5
보16,어린이·노인·장애인,-5
보16,어린이·노인·장애인보호구역,-15
보16,차의 현저한 과실,-10
보16,차의 중대한 과실,-20
보17,보행자 급진입,5
보17,야간·기타 시야장애,10
보17,간선도로,10
보17,정지·후퇴·ㄹ자 보행,10
보17,횡단금지규제 있음,10
보17,주택·상점가·학교,-5
보17,집단횡단,-5
보17,보·차도 구분 없음,-5
보17,어린이·노인·장애인,-5
보17,어린이·노인·장애인보호구역,-15
보17,차의 현저한 과실,-10
보17,차의 중대한 과실,-20
보18,보행자 급진입,5
보18,야간·기타 시야장애,10
보18,간선도로,10
보18,정지·후퇴·ㄹ자 보행,10
보18,횡단금지규제 있음,20
보18,주택·상점가·학교,-5
보18,집단횡단,-5
보18,보·차도 구분 없음,-5
보18,어린이·노인·장애인,-5
보18,어린이·노인·장애인보호구역,-15
보18,차의 현저한 과실,-10
보18,차의 중대한 과실,-20
보19,보행자 급진입,5
보19,야간·기타 시야장애,10
보19,간선도로,10
보19,정지·후퇴·ㄹ자 보행,10
보19,횡단금지규제 있음,10
보19,주택·상점가·학교,-5
보19,집단횡단,-5
보19,보·차도 구분 없음,-5
보19,어린이·노인·장애인,-5
보19,어린이·노인·장애인보호구역,-15
보19,차의 현저한 과실,-10
보19,차의 중대한 과실,-20
보20,야간·기타 시야장애,10
보20,간선도로,10
보20,정지·후퇴·ㄹ자 보행,10
보20,횡단금지규제 있음,10
보20,주택·상점가·학교,-5
보20,집단횡단,-5
보20,보·차도 구분 없음(중앙선이 있음),-5
보20,보·차도 구분 없음(중앙선이 없음),-15
보20,정지선 안쪽 지점,-10
보20,어린이·노인·장애인,-5
보20,노인·장애인보호구역,-15
보20,어린이 보호구역(신호기 미설치 횡단보도 (또는 정지선이 설치된 경우)),-30
보20,차의 현저한 과실,-10
보20,차의 중대한 과실,-20
보21,야간·기타 시야장애,10
보21,간선도로,10
보21,정지·후퇴·ㄹ자 보행,10
보21,횡단금지규제 있음,10
보21,주택·상점가·학교,-5
보21,집단횡단,-5
보21,보·차도 구분 없음,-5
보21,어린이·노인·장애인,-5
보21,어린이·노인·장애인보호구역,-15
보21,차의 현저한 과실,-10
보21,차의 중대한 과실,-20
보22,보행자 급진입,5
보22,야간·기타 시야장애,10
보22,간선도로,10
보22,정지·후퇴·ㄹ자 보행,10
보22,대각선 횡단,10
보22,횡단금지규제 있음,10
보22,주택·상점가·학교,-5
보22,집단횡단,-5
보22,보·차도 구분 없음(중앙선이 있음),-5
보22,보·차도 구분 없음(중앙선이 없음),-15
보22,어린이·노인·장애인,-5
보22,어린이·노인·장애인보호구역,-15
보22,차의 현저한 과실,-10
보22,차의 중대한 과실,-20
보23,보행자 급진입,5
보23,야간·기타 시야장애,10
보23,간선도로,10
보23,정지·후퇴·ㄹ자 보행,10
보23,횡단금지규제 있음,10
보23,주택·상점가·학교,-5
보23,집단횡단,-5
보23,보·차도 구분없음(중앙선이 없음),-15
보23,어린이·노인·장애인,-5
보23,어린이·노인·장애인보호구역,-15
보23,차의 현저한 과실,-10
보23,차의 중대한 과실,-20
보24,차량진출입 허용구간,5
보25,간선도로,5
보25,정지·후퇴·ㄹ자 보행,5
보25,야간·기타 시야장애,10
보25,주택·상점가·학교,-5
보25,집단보행,-5
보25,어린이·노인·장애인,-5
보25,어린이·노인·장애인보호구역,-15
보25,차의 현저한 과실,-10
보25,차의 중대한 과실,-20
보26,야간·기타 시야장애,10
보26,정지·후퇴·ㄹ자 보행,10
보26,간선도로,10
보26,주택·상점가·학교,-5
보26,집단보행,-5
보26,어린이·노인·장애인,-5
보26,어린이·노인·장애인보호구역,-15
보26,차의 현저한 과실,-10
보26,차의 중대한 과실,-20
보28,야간·기타 시야장애,10
보28,간선도로,10
보28,ㄹ자 보행,10
보28,주택·상점가·학교,-5
보28,집단보행,-5
보28,어린이·노인·장애인,-5
보28,어린이·노인·장애인보호구역,-15
보28,차의 현저한 과실,-10
보28,차의 중대한 과실,-20
보30,간선도로,10
보30,야간·기타 시야장애,20
보30,주택·상점가·학교,-10
보30,주·정차 후 출발,-10
보30,밝은 장소,-10
보30,어린이·노인·장애인,-5
보30,어린이·노인·장애인보호구역,-15
보30,차의 현저한 과실,-10
보30,차의 중대한 과실,-20
보32,보·차도 구분이 있는 차도,5
보32,야간·기타 시야장애,10
보32,경음기를 울린 경우,10
보32,주택·상점가·학교,-5
보32,후진 개시 전 후방에 있던 경우,-10
보32,어린이·노인·장애인,-5
보32,어린이·노인·장애인보호구역,-15
보32,차의 현저한 과실,-10
보32,차의 중대한 과실,-20
보33,야간·기타 시야장애,5
보33,정지·후퇴·ㄹ자 보행,5
보33,마주보는 방향,5
보33,주택·상점가·학교,-5
보33,어린이·노인·장애인,-5
보33,어린이·노인·장애인보호구역,-15
보33,이륜차의 현저한 과실,-10
보33,이륜차의 중대한 과실,-20
보34,보행자 급진입,5
보34,야간·기타 시야장애,10
보34,간선도로,10
보34,정지·후퇴·ㄹ자 보행,10
보34,횡단금지 규제 있음,10
보34,보행자의 중대한 과실,10
보34,집단횡단,-5
보34,보·차도 구분 없음,-5
보34,어린이·노인·장애인,-5
보34,어린이·노인·장애인보호구역,-15
보34,차의 현저한 과실,-10
보34,차의 중대한 과실,-20
보35,"A 야간, 악천후 등 시야확보 곤란",20
보35,A 무단횡단,20
보35,A 보행이 용이한 지역,-20
보35,A 갓길 보행 중 사고,-20
보35,B 현저한 과실,10
보35,B 중대한 과실,20
보36,"A 야간, 악천후 등 시야확보 곤란",20
보36,A 무단횡단,20
보36,A 보행이 용이한 지역,-20
보36,A 갓길 보행 중 사고,-20
보36,A 안전표지 설치,-20
보36,B 현저한 과실,10
보36,B 중대한 과실,20
차1-1,A 현저한 과실,10
차1-1,A 중대한 과실,20
차1-1,B 중대한 과실,20
차1-2,A (가) 교차로 정체중 진입,10
차1-2,A 현저한 과실,10
차1-2,A 중대한 과실,20
차1-2,B 현저한 과실,10
차1-2,B 중대한 과실,20
차1-3,A 적신호 직전 진입,10
차1-3,A 현저한 과실,10
차1-3,A 중대한 과실,20
차1-3,B 현저한 과실,10
차1-3,B 중대한 과실,20
차1-4,A 현저한 과실,10
차1-4,A 중대한 과실,20
차1-4,B 현저한 과실,10
차1-4,B 중대한 과실,20
차1-5,A 노면표시 위반,10
차1-5,A 현저한 과실,10
차1-5,A 중대한 과실,20
차1-5,A 명확한 선진입,-10
차1-5,B 노면표시 위반,10
차1-5,B 현저한 과실,10
차1-5,B 중대한 과실,20
차1-5,B 서행불이행,20
차1-5,B 명확한 선진입,-10
차2-1,A 현저한 과실,10
차2-1,A 중대한 과실,20
차2-1,B 현저한 과실,10
차2-1,B 중대한 과실,20
차2-2,A 현저한 과실,10
차2-2,A 중대한 과실,20
차2-2,B 현저한 과실,10
차2-2,B 중대한 과실,20
차2-3,A 교차로 정체중 진입,10
차2-3,A 현저한 과실,10
차2-3,A 중대한 과실,20
차2-3,B 소좌회전·대좌회전,10
차2-3,B 서행불이행,10
차2-3,B 현저한 과실,10
차2-3,B 중대한 과실,20
차2-3,B 좌회전 완료직후,-10
차2-4,A 교차로 정체중 진입,10
차2-4,A 현저한 과실,10
차2-4,A 중대한 과실,20
차2-4,B소좌회전·대좌회전,10
차2-4,B 서행불이행,10
차2-4,B 급좌회전,10
차2-4,B 현저한 과실,10
차2-4,B 중대한 과실,20
차2-4,B 좌회전 완료직후,-10
차2-5,A 현저한 과실,10
차2-5,A 중대한 과실,20
차2-5,A (가)의 경우에 교차로 정체중 진입,10
차2-5,B 현저한 과실,10
차2-5,B 중대한 과실,20
차2-6,A 현저한 과실,10
차2-6,A 중대한 과실,20
차2-6,A 급 좌회전,10
차2-6,"A 신호불이행,지연",10
차2-6,B 현저한 과실,10
차2-6,B 중대한 과실,20
차2-6,B 비보호좌회전 표지 없음,-10
차2-6,B 시야 제한,-10
차3-1,A 현저한 과실,10
차3-1,A 중대한 과실,20
차3-1,B 현저한 과실,10
차3-1,B 중대한 과실,20
차3-2,A 교차로 정체중 진입,10
차3-2,A 현저한 과실,10
차3-2,A 중대한 과실,20
차3-2,B 소좌회전·대좌회전,10
차3-2,B 서행불이행,10
차3-2,B 급좌회전,10
차3-2,B 현저한 과실,10
차3-2,B 중대한 과실,20
차3-2,B 좌회전 완료직후,-10
차3-3,A 교차로 정체중 진입,10
차3-3,A 현저한 과실,10
차3-3,A 중대한 과실,20
차3-3,B 소좌회전·대좌회전,10
차3-3,B 서행불이행,10
차3-3,B 급좌회전,10
차3-3,B 현저한 과실,10
차3-3,B 중대한 과실,20
차3-3,B 좌회전 완료직후,-10
차3-4,A 교차로 정체중 진입,10
차3-4,A 현저한 과실,10
차3-4,A 중대한 과실,20
차3-4,B 소좌회전·대좌회전,10
차3-4,B 서행불이행,10
차3-4,B 급좌회전,10
차3-4,B 현저한 과실,10
차3-4,B 중대한 과실,20
차3-4,B 좌회전 완료직후,-10
차3-5,A (가)의 경우에 교차로 정체중 진입,10
차3-5,A 현저한 과실,10
차3-5,A 중대한 과실,20
차3-5,B 현저한 과실,10
차3-5,B 중대한 과실,20
차3-6,A 현저한 과실,10
차3-6,A 중대한 과실,20
차3-6,B 현저한 과실,10
차3-6,B 중대한 과실,20
차3-7,A 소좌회전·대좌회전,10
차3-7,A 노면표시위반,10
차3-7,A 현저한 과실,10
차3-7,A 중대한 과실,20
차3-7,A 명확한 선진입,-10
차3-7,B 노면표시위반,10
차3-7,B 현저한 과실,10
차3-7,B 중대한 과실,20
차3-7,B 서행불이행,20
차3-7,B 명확한 선진입,-10
차3-8,A 노면표시위반,10
차3-8,A 현저한 과실,10
차3-8,A 중대한 과실,20
차3-8,A 명확한 선진입,-10
차3-8,B 소좌회전·대좌회전,10
차3-8,B 노면표시위반,10
차3-8,B 현저한 과실,10
차3-8,B 중대한 과실,20
차3-8,B 서행불이행,20
차3-8,B 명확한 선진입,-10
차4-1,A 대좌회전,10
차4-1,A 좌회전 직후 차로 변경,10
차4-1,A 현저한 과실,10
차4-1,A 중대한 과실,20
차4-1,B 대우회전,10
차4-1,B 우회전 직후 차로 변경,10
차4-1,B 현저한 과실,10
차4-1,B 중대한 과실,20
차4-1,B 명확한 선진입,-10
차4-1,B 일시정지위반,10
차4-2,A 소좌회전·대좌회전,10
차4-2,A 좌회전이후 차로변경,10
차4-2,A 현저한 과실,10
차4-2,A 중대한 과실,20
차4-2,A 명확한 선진입,-10
차4-2,B 대우회전,10
차4-2,B 우회전이후 차로변경,10
차4-2,B 현저한 과실,10
차4-2,B 중대한 과실,20
차4-2,B 명확한 선진입,-10
차5-1,A 대우회전,10
차5-1,A 현저한 과실,10
차5-1,A 중대한 과실,20
차5-1,A 명확한 선진입,-10
차5-1,A 일시정지위반,10
차5-1,B 교차로 내 우측으로 진로변경,10
차5-1,B 진로변경 시 신호불이행·지연,10
차5-1,B 현저한 과실,10
차5-1,B 중대한 과실,20
차5-2,A 대회전,10
차5-2,A 현저한 과실,10
차5-2,A 중대한 과실,20
차5-2,B 현저한 과실,10
차5-2,B 중대한 과실,20
차6-1,A 명확한 선진입,-10
차6-1,A 소회전·대회전,10
차6-1,A 현저한 과실,10
차6-1,A 중대한 과실,20
차6-1,B 현저한 과실,10
차6-1,B 중대한 과실,20
차7-1,A 현저한 과실,10
차7-1,A 중대한 과실,20
차7-1,A 명확한 선진입,-10
차7-1,B 현저한 과실,10
차7-1,B 중대한 과실,20
차7-1,B 명확한 선진입,-10
차7-2,A 현저한 과실,10
차7-2,A 중대한 과실,20
차7-2,A 명확한 선진입,-10
차7-2,B 현저한 과실,10
차7-2,B 중대한 과실,20
차7-2,B 명확한 선진입,-10
차8-1,A 서행불이행,10
차8-1,A 현저한 과실,10
차8-1,A 중대한 과실,20
차8-1,B 소좌회전·대좌회전,10
차8-1,B 삼거리(T자) 회전,10
차8-1,B 좌회전 금지위반,20
차8-1,B 현저한 과실,10
차8-1,B 중대한 과실,20
차8-1,B 명확한 선진입,-10
차8-1,B 일시정지 후 출발,-10
차8-2,A 현저한 과실,10
차8-2,A 중대한 과실,20
차8-2,A 일시정지후 출발,-10
차8-2,B 소좌회전·대좌회전,10
차8-2,B 삼거리(T자) 회전,10
차8-2,B 서행불이행,10
차8-2,B 좌회전 금지위반,20
차8-2,B 현저한 과실,10
차8-2,B 중대한 과실,20
차8-2,B 명확한 선진입,-10
차8-3,A 현저한 과실,10
차8-3,A 중대한 과실,20
차8-3,A 일시정지후 출발,-10
차8-3,B 소좌회전·대좌회전,10
차8-3,B 삼거리(T자) 회전,10
차8-3,B 서행불이행,10
차8-3,B 좌회전 금지위반,20
차8-3,B 현저한 과실,10
차8-3,B 중대한 과실,20
차8-3,B 명확한 선진입,-10
차9-1,A 현저한 과실,10
차9-1,A 중대한 과실,20
차9-1,A 일시정지후출발,-10
차9-1,A 삼거리(T자) 회전,10
차9-1,B 서행불이행,10
차9-1,B 현저한 과실,10
차9-1,B 중대한 과실,20
차9-2,A 서행불이행,10
차9-2,A 현저한 과실,10
차9-2,A 중대한 과실,20
차9-2,A 일시정지 후 출발,-10
차9-2,B서행 불이행,10
차9-2,B 현저한 과실,10
차9-2,B 중대한 과실,20
차9-2,B 명확한 선진입,-10
차9-2,B 삼거리(T자) 회전,10
차10-1,A 좌회전 방법 위반,10
차10-1,A 현저한 과실,10
차10-1,A 중대한 과실,20
차10-1,A 일시정지 후 출발,-10
차10-1,B 좌회전 방법 위반,10
차10-1,B 현저한 과실,10
차10-1,B 중대한 과실,20
차11-1,A 현저한 과실,10
차11-1,A 중대한 과실,20
차11-1,B진로변경 신호불이행· 지연,10
차11-1,(나) B 현저한 과실,10
차11-1,B 중대한 과실,20
차11-2,A 현저한 과실,10
차11-2,A 중대한 과실,20
차11-2,B 현저한 과실,10
차11-2,B 중대한 과실,20
차11-3,A 서행불이행,10
차11-3,A 건너편에 차로가 없는 경우,10
차11-3,A B의 좌회전을 명확히 인식,10
차11-3,A 현저한 과실,10
차11-3,A 중대한 과실,20
차11-3,B 진로변경 신호불이행·지연,10
차11-3,B 급좌회전,10
차11-3,B 현저한 과실,10
차11-3,B 중대한 과실,20
차11-4,A 현저한 과실,10
차11-4,A 중대한 과실,20
차11-4,B 진로양보의무 위반,10
차11-4,B 현저한 과실,10
차11-4,B 중대한 과실,20
차11-5,A 진로변경 신호불이행·지연,10
차11-5,A 현저한 과실,10
차11-5,A 중대한 과실,20
차11-5,B 현저한 과실,10
차11-5,B 중대한 과실,20
차11-6,A 서행불이행,10
차11-6,A 건너편에 차로가 없는 경우,10
차11-6,A B의 우회전을 명확히 인식,10
차11-6,A 현저한 과실,10
차11-6,A 중대한 과실,20
차11-6,B 진로변경 신호불이행·지연,10
차11-6,B 급우회전,10
차11-6,B 현저한 과실,10
차11-6,B 중대한 과실,20
차12-1,A 현저한 과실,10
차12-1,A 중대한 과실,20
차12-1,A 서행(일시정지 포함),-10
차12-1,B 현저한 과실,10
차12-1,B 중대한 과실,20
차12-1,B 서행(일시정지 포함),-10
차12-2,A 현저한 과실,10
차12-2,A 중대한 과실,20
차12-2,A 서행(일시정지 포함),-10
차12-2,B 현저한 과실,10
차12-2,B 중대한 과실,20
차13-1,A 서행불이행,10
차13-1,A 대우회전,10
차13-1,A 현저한 과실,10
차13-1,A 중대한 과실,20
차13-1,A 명확한 선진입,-20
차13-1,A 삼거리(T자) 회전,10
차13-1,B 서행불이행,10
차13-1,B 현저한 과실,10
차13-1,B 중대한 과실,20
차13-1,B 명확한 선진입,-10
차13-2,A 진로변경 신호불이행·지연,10
차13-2,A 현저한 과실,10
차13-2,A 중대한 과실,20
차13-2,B 진로변경 신호불이행·지연,10
차13-3,A 서행불이행,10
차13-3,A 대우회전,10
차13-3,A 현저한 과실,10
차13-3,A 중대한 과실,20
차13-3,A삼거리(T자) 회전,10
차13-3,A명확한 선진입,-20
차13-3,B 서행불이행,10
차13-3,B 현저한 과실,10
차13-3,B 중대한 과실,20
차13-3,B명확한 선진입,-10
차13-4,A 서행불이행,10
차13-4,A 대우회전,10
차13-4,A 현저한 과실,10
차13-4,A 중대한 과실,20
차13-4,A 삼거리(T자) 회전,10
차13-4,A 명확한 선진입,-10
차13-4,B 서행불이행,10
차13-4,B 현저한 과실,10
차13-4,B 중대한 과실,20
차13-4,B명확한 선진입,-30
차14-1,A 서행불이행,10
차14-1,A 대우회전,10
차14-1,A 현저한 과실,10
차14-1,A 중대한 과실,20
차14-1,A 명확한 선진입,-10
차14-1,B 서행불이행,10
차14-1,B 오른쪽 통행 불이행,10
차14-1,B 현저한 과실,10
차14-1,B 중대한 과실,20
차14-1,B 명확한 선진입,-10
차15-1,A 현저한 과실,10
차15-1,A 중대한 과실,20
차15-1,A 명확한 선진입,-10
차15-1,B 소좌회전·대좌회전,10
차15-1,B 서행불이행,10
차15-1,B 급좌회전,10
차15-1,"B 신호불이행,지연",10
차15-1,B 현저한 과실,10
차15-1,B 중대한 과실,20
차15-1,B 명확한 선진입,-10
차15-1,B 좌회전 완료 직후,-30
차16-1,A 서행불이행,10
차16-1,A 현저한 과실,10
차16-1,A 중대한 과실,20
차16-1,A 명확한 선진입,-10
차16-1,B 소좌회전·대좌회전,10
차16-1,"B 신호불이행, 지연",10
차16-1,B 서행불이행,10
차16-1,B 좌회전 금지위반,20
차16-1,B 현저한 과실,10
차16-1,B 중대한 과실,20
차16-1,B 명확한 선진입,-10
차16-1,B 좌회전 완료직후,-30
차16-1,B 삼거리(T자) 좌회전,10
차16-2,A 서행불이행,10
차16-2,A 현저한 과실,10
차16-2,A 중대한 과실,20
차16-2,A 명확한 선진입,-10
차16-2,B 소좌회전·대좌회전,10
차16-2,"B 신호불이행, 지연",10
차16-2,B 서행불이행,10
차16-2,B 좌회전 금지위반,20
차16-2,B 현저한 과실,10
차16-2,B 중대한 과실,20
차16-2,B 명확한 선진입,-10
차16-2,B 좌회전 완료직후,-30
차16-2,B 삼거리(T자) 좌회전,10
차16-3,A 서행불이행,10
차16-3,A 현저한 과실,10
차16-3,A 중대한 과실,20
차16-3,B 소좌회전·대좌회전,10
차16-3,"B 신호불이행,지연",10
차16-3,B 서행불이행,10
차16-3,B 좌회전 금지위반,20
차16-3,B 현저한 과실,10
차16-3,B 중대한 과실,20
차16-3,B 명확한 선진입,-10
차16-3,B 좌회전 완료직후,-30
차16-3,B 삼거리(T자) 좌회전,10
차16-4,A 서행불이행,10
차16-4,A 현저한 과실,10
차16-4,A 중대한 과실,20
차16-4,B 소좌회전,10
차16-4,"B 신호불이행,지연",10
차16-4,B 서행불이행,10
차16-4,B 좌회전 금지위반,20
차16-4,B 현저한 과실,10
차16-4,B 중대한 과실,20
차16-4,B 명확한 선진입,-10
차16-4,B 좌회전 완료직후,-30
차16-4,B 삼거리(T자) 교차로,10
차16-5,A 서행불이행,10
차16-5,A 현저한 과실,10
차16-5,A 중대한 과실,20
차16-5,B 대좌회전,10
차16-5,"B 신호불이행,지연",10
차16-5,B 서행불이행,10
차16-5,B 좌회전 금지위반,20
차16-5,B 현저한 과실,10
차16-5,B 중대한 과실,20
차16-5,B 명확한 선진입,-10
차16-5,B 좌회전 완료직후,-30
차16-5,B 삼거리(T자) 교차로,10
차17-1,A 좌회전 방법 위반,10
차17-1,A 좌회전 금지 위반,20
차17-1,A 현저한 과실,10
차17-1,A 중대한 과실,20
차17-1,B 좌회전 방법 위반,10
차17-1,B 좌회전 금지 위반,20
차17-1,B 현저한 과실,10
차17-1,B 중대한 과실,20
차17-2,A 좌회전 방법 위반,10
차17-2,A 좌회전 금지 위반,20
차17-2,A 현저한 과실,10
차17-2,A 중대한 과실,20
차17-2,A 명확한 선진입,-10
차17-2,B 좌회전 방법 위반,10
차17-2,B 좌회전 금지 위반,20
차17-2,B 현저한 과실,10
차17-2,B 중대한 과실,20
차17-2,B 명확한 선진입,-10
차18-1,A 우회전방법 위반,10
차18-1,A 현저한 과실,10
차18-1,A 중대한 과실,20
차18-1,A 명확한 선진입,-10
차18-1,B 좌회전방법 위반,10
차18-1,B 현저한 과실,10
차18-1,B 중대한 과실,20
차18-1,B 명확한 선진입,-10
차18-2,A 소좌회전·대좌회전,10
차18-2,A 좌회전이후 차로변경,10
차18-2,A 현저한 과실,10
차18-2,A 중대한 과실,20
차18-2,A 명확한 선진입,-10
차18-2,B 대우회전,10
차18-2,B 우회전이후 차로변경,10
차18-2,B 현저한 과실,10
차18-2,B 중대한 과실,20
차18-2,B 명확한 선진입,-10
차19-1,A 현저한 과실,10
차19-1,A 중대한 과실,20
차19-1,B 서행불이행,10
차19-1,B진로변경신호 불이행·지연,10
차19-1,B 급 좌·우회전,10
차19-1,B 현저한 과실,10
차19-1,B 중대한 과실,20
차20-1,A 우회전 방법 위반,10
차20-1,A 대우회전,10
차20-1,A 무리한 끼어들기/진로방해,10
차20-1,A 현저한 과실,10
차20-1,A 중대한 과실,20
차20-1,A 명확한 선진입,-10
차20-1,B 우회전 방법 위반,10
차20-1,B 소우회전,10
차20-1,B 무리한 끼어들기/진로방해,10
차20-1,B 현저한 과실,10
차20-1,B 중대한 과실,20
차20-1,B 명확한 선진입,-10
차20-2,"A 갓길경계선, 인도 침범시",10
차20-2,A 현저한 과실,10
차20-2,A 중대한 과실,20
차20-2,B 우측 공간 넓은 경우,10
차20-2,B 현저한 과실,10
차20-2,B 중대한 과실,20
차21-1,A 좌회전 방법 위반,10
차21-1,A 대좌회전,10
차21-1,A 무리한 끼어들기/진로방해,10
차21-1,A 현저한 과실,10
차21-1,A 중대한 과실,20
차21-1,A 명확한 선진입,-10
차21-1,B 좌회전 방법 위반,10
차21-1,B 소좌회전,10
차21-1,B 무리한 끼어들기/진로방해,10
차21-1,B 현저한 과실,10
차21-1,B 중대한 과실,20
차21-1,B 명확한 선진입,-10
차31-1,A 현저한 과실,10
차31-1,A 중대한 과실,20
차31-1,B 추월금지 장소에서 추월,10
차31-1,B 현저한 과실,10
차31-1,B 중대한 과실,20
차31-2,A 현저한 과실,10
차31-2,A 중대한 과실,20
차31-2,B 서행불이행,10
차31-2,B 현저한 과실,10
차31-2,B 중대한 과실,20
차31-2,B 좌회전 완료 직후,-10
차31-3,A 현저한 과실,10
차31-3,A 중대한 과실,20
차31-3,B 현저한 과실,10
차31-3,B 중대한 과실,20
차31-4,A 현저한 과실,10
차31-4,A 중대한 과실,20
차31-4,A 현저한 후방주시태만,20
차31-4,B 이중 실선 중앙선 침범,10
차31-4,B 서행불이행,10
차31-4,B 신호불이행·지연,10
차31-4,B 현저한 과실,10
차31-4,B 중대한 과실,20
차31-4,B 좌회전 완료 직후,-10
차32-1,A 올라가는 차량,10
차32-1,A 가상의 중앙선 침범,20
차32-1,A 현저한 과실,10
차32-1,A 중대한 과실,20
차32-1,A 일방통행위반,30
차32-1,A 정지,-10
차32-1,A 회피,-10
차32-1,B 올라가는 차량,10
차32-1,B 가상의 중앙선 침범,20
차32-1,B 현저한 과실,10
차32-1,B 중대한 과실,20
차32-1,B 일방통행위반,30
차32-1,B 정지,-10
차32-1,B 회피,-10
차33-1,A 신호위반(가),80
차33-1,A 현저한 과실,10
차33-1,A 중대한 과실,20
차33-1,B 신호불이행 ·지연,10
차33-1,(나) B 현저한 과실,10
차33-1,B 중대한 과실,20
차33-1,B 회전종료 직후의 사고(가),-10
